ResponseId,gender,race,educ,income,party,bz_1,bz_2,bz_3,bz_4,bz_5,bz_6,bz_7,bz_8,bz_9,bz_10,bz_11,bz_12,bz_13,bz_14,bz_15,bz_16,bz_17,bz_18,bz_19,bz_20,bz_21,bz_22,bz_23,bz_24,bz_25,bz_26,bz_27,bz_28,bz_29,bz_30,bz_31,bz_32
R_6lglzrknEvwRFiL,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$60,000 to $74,999",Republican,0.013541619,0.0024857637,-0.010499778,0.057305668,-0.023639888,-0.046676293,-0.049274605,0.0527718,-0.04835206,0.05202657,0.05512861,0.017998487,-0.08285116,0.04810405,-0.037798353,-0.0030589707,-0.09026366,0.05280268,0.048098706,-0.018677777,0.023310963,-0.062798895,-0.0005868678,0.025060259,-0.046439603,-0.024235863,0.08607785,0.052503407,0.014752205,-0.016539514,0.028419197,0.061370738
R_334tUA0g2732krh,Female,White,"Some college, no degree","$75,000 to $99,999",Democrat,0.10712068,0.041705508,-0.07435756,0.0063198926,-0.014913239,-0.017332254,0.0025349231,0.001893417,-0.069969416,0.073051386,0.085108474,-0.052700408,0.045309532,0.024727236,0.09466816,0.008294279,-0.013449776,0.047603425,0.017836621,0.06771927,0.017077195,-0.08228557,-0.086759225,-0.0713221,-0.024172492,-0.02547227,-0.009483352,0.02446609,0.03774954,-0.06981733,0.09435551,0.0038712085
R_3gXxdd9LQlvlpTw,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$30,000 to $34,999",Democrat,0.009599391,0.013588743,0.0032263473,0.032707375,-0.006271305,0.039973654,0.0037406124,0.027045619,-0.08610494,0.09918841,0.08576208,0.036631357,-0.050965425,0.052982863,-0.08062183,0.012238067,-0.07299032,0.017105768,0.056717638,0.029184291,0.03286285,-0.04063064,-0.029207502,-0.013843704,0.015043041,-0.089852214,0.0103478655,0.059954334,-0.011521054,-0.055856995,0.084274136,0.03416694
R_7NK7rx4iwUCW6Nl,Female,White,"Graduate degree (for example, Master's degree or doctorate)","$15,000 to $19,999",Democrat,0.11728108,0.029872417,-0.026220318,-0.01583003,-0.0757788,-0.061391402,-0.038722932,-0.008442041,-0.018819362,0.051935725,0.06622958,0.037063397,-0.0060323067,-0.005999496,-0.03910807,0.033669293,-0.08369663,0.03041113,0.048733465,0.008934865,0.034399293,-0.09099681,-0.006857293,0.018875998,0.024012534,-0.12963536,0.094058834,-0.04374679,0.011840757,0.008194522,0.07108353,0.008096038
R_6b7y5tUrZh3yfU5,Male,White,"Bachelor's degree (for example, BA, BS, or AB)","$100,000 to $124,999",Republican,0.019110432,-0.032054897,-0.00013706088,0.024975851,-0.011610529,-0.021078732,0.007872729,0.054786354,-0.038219355,0.07983865,0.07050027,-0.0041288557,-0.029372804,0.04658698,0.01654375,-0.013873773,5.643815e-07,0.042496927,-0.059915207,0.03094891,0.030618625,-0.044046,0.031435095,0.042289123,-0.03971021,-0.03393809,0.0900439,0.034372736,0.08095919,-0.0034949128,0.08306029,0.033877857
R_3McNpvRC9n1reMx,Female,Black or African American,High school diploma or GED,"$20,000 to $24,999",Democrat,0.0625525,-0.006631002,0.020324817,0.012486666,-0.014348187,-0.06197566,-0.005375324,-0.0019209739,0.07695116,0.1261589,0.036752447,0.070336044,0.015074573,0.048113916,-0.0057644467,0.061361417,-0.059502173,0.1260852,0.037171677,0.029505182,0.046274677,-0.043812733,-0.09500331,-0.04812438,0.025266321,-0.07430868,0.06014477,-0.049744517,0.009060805,-0.14707965,0.048607193,0.05387438
R_1LMBCdCGyD6bepo,Male,White,"Some college, no degree","$60,000 to $74,999",Democrat,0.06372154,0.03053997,-0.03831932,-0.022360776,0.010360206,-0.03667092,-0.041019734,0.05847416,-0.03866062,0.02499995,0.079719156,-0.038603902,-0.032823373,-0.0055895736,-0.018538946,-0.0099352775,-0.015879795,-0.015099669,0.030929504,0.047634833,-0.01906443,-0.09136046,0.017026894,0.0073453435,-0.04313666,-0.05379383,0.0626024,-0.00362451,0.07058025,-0.00373632,0.07286269,0.076058105
R_3FKFHJpX56omhTb,Male,White,"Some college, no degree","$40,000 to $49,999",Independent,0.054711577,0.056151524,-0.0442007,-0.05187516,0.043995954,-0.012807689,-0.009473144,0.07023159,-0.009798543,-0.0015763296,0.090595275,-0.10339983,-0.08488295,0.03469338,-0.024777101,-0.064964816,0.026050866,-0.02477652,-0.004949783,0.063386165,-0.08075177,-0.0666044,0.007878778,0.0436021,0.01788944,-0.043806534,0.068981245,0.01334607,0.066462114,-0.017632723,0.06048923,0.079051495
R_7O7UVsHZe5mdQXF,Female,White,"Associate's degree (for example, AA or AS)","$50,000 to $59,999",Democrat,0.071340725,-0.019470494,-0.02417212,0.0140027795,0.021213662,-0.043924525,-0.014187621,0.017667705,-0.1439014,0.15440641,0.041764203,0.021567415,0.050315905,-0.03443041,-0.094106935,0.0002233223,-0.094498,-0.012533551,0.09070257,-0.02000561,0.08565753,-0.0467286,0.06710394,0.024254471,0.008667637,-0.07191224,0.019681849,-0.016331647,0.00599617,-0.0048256386,0.053655084,0.061672926
R_3BA0VjpmCJPqvfP,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$75,000 to $99,999",Democrat,0.07183943,0.027530324,-0.03949096,0.0009109783,-0.016980395,0.05803072,0.030930221,0.0004987535,-0.06108796,0.062207438,0.07120332,-0.018500403,-0.004203912,0.036875725,0.03957464,-0.00032563717,-0.027383767,0.06445838,-0.019493878,0.07441064,-0.0031842366,-0.04829727,-0.066658325,-0.047992148,0.04613012,-0.040639874,-0.025605679,0.056838393,0.019052735,-0.08599516,0.10021111,-0.025686597
R_1FmJnlh8hzzOqUX,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$100,000 to $124,999",Democrat,0.039895073,-0.026611533,-0.033809107,0.0077290195,-0.027287122,-0.007838683,-0.04354762,0.012256207,-0.04627062,0.063242674,0.05443977,-0.05165748,-0.01073243,0.010974814,-0.012582183,0.008919036,-0.015919112,0.003432811,0.044875853,0.015246585,0.027481643,-0.05441262,-0.02726135,-0.021811202,0.0020497045,-0.056418706,0.024141073,0.026377188,0.015095914,-0.016004007,0.07281742,-0.011746509
R_3rqz6Upn78YWU7a,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$5,000 to $9,999",Democrat,0.04189613,0.0007621669,-0.021761402,-0.0072586597,-0.012149615,0.03303893,0.019953357,0.018020995,-0.05766864,0.045089036,0.07275534,-0.022574315,-0.028954145,0.04845245,-0.026571864,-0.018752107,-0.04596128,0.048041437,0.008988726,0.040260103,-0.010960247,-0.036924496,-0.07237682,-0.0228689,0.058024347,-0.057748985,-0.014888105,0.05046606,0.010028782,-0.058404963,0.077856176,-0.011160661
R_3cjCFIFan0g8sm4,Female,White,"Associate's degree (for example, AA or AS)","$25,000 to $29,999",Democrat,0.083137915,-0.013315404,-0.06322314,0.08650855,-0.0131533295,-0.048744593,0.027582347,-0.024553038,-0.0746278,0.11266771,0.015569042,-0.029380273,0.0017988177,0.026332997,-0.053791426,-0.07000966,-0.16166201,0.05806239,0.074398205,-0.020772751,0.06081277,-0.031953424,0.07896458,0.052948773,0.11528313,-0.053223997,0.04737732,0.017087838,-0.06274113,-0.09072342,0.049580228,0.049996108
R_5hFlNe4nfTMCMWH,Female,White,"Associate's degree (for example, AA or AS)","$75,000 to $99,999",Republican,0.046241064,-0.01104641,-0.02831077,0.09019815,-0.0079490915,-0.02979693,0.07432489,0.020215763,-0.12717243,0.16184492,0.013745019,-0.021468924,0.034109477,0.0708578,0.06329978,-0.06613896,-0.03163977,0.0431433,-0.01105747,0.009724988,0.058943626,-0.035026826,-0.041986663,0.010995901,0.047652688,0.033650063,-0.05087308,0.029208044,-0.07071547,-0.12039566,0.04924256,-0.0028275345
R_5aUAN8P83vZpnq1,Female,Asian or Asian American,"Some college, no degree","$10,000 to $14,999",Independent,0.028057128,0.036373455,0.0038997978,0.031433325,-0.02090756,-0.034627944,-0.040150292,0.03292551,0.061629117,0.034779392,0.01609193,-0.0131801125,0.03119361,0.029390035,0.034733716,0.030864025,-0.06258559,0.018847035,0.0051993653,-0.017144252,0.031699467,-0.059018187,-0.044763736,0.036436237,-0.007922148,-0.08623253,0.03242265,-0.05245691,0.048890524,0.009127666,0.0037948354,0.04487983
R_1rc3Id6fSylTS4g,Male,White,High school diploma or GED,"$20,000 to $24,999",Independent,0.030523792,0.051254697,0.016305486,-0.00022356817,0.03260525,-0.02567422,-0.015053181,0.02780642,0.020083493,0.047797836,0.041850347,-0.04437458,-0.014865253,0.057817444,-0.020493714,-0.035261583,0.020819716,0.04605488,-0.037364513,0.023304505,-0.05960454,-0.025125332,-0.0046299533,0.06800913,0.011814941,-0.14411987,0.08224547,0.012379229,-0.0106081795,-0.0539764,0.03868408,0.090158455
R_6CfFqIvIay8AVgm,Female,Black or African American,"Graduate degree (for example, Master's degree or doctorate)","$150,000 or more",Republican,0.07937437,-0.10734774,0.096020155,0.06732084,-0.07621131,-0.15956171,-0.010845006,-0.052522346,0.13908315,0.039400622,0.07100847,0.022399597,0.028417762,0.01017493,0.026651887,0.070058085,0.101772614,0.042007335,-0.013296557,-0.0011951956,0.08235601,-0.062857844,-0.10843704,-0.0015470246,-0.029200876,-0.0029841997,0.14672877,-0.024258787,0.05199384,0.012506287,0.024962813,0.05946178
R_5QtEwEvgj8L6QI6,Female,White,"Associate's degree (for example, AA or AS)","$40,000 to $49,999",Democrat,0.113034084,-0.0095846,-0.04206629,0.011280481,-0.021465799,-0.01937278,0.046393063,-0.026040982,-0.08924158,0.114151776,0.02162967,-0.045255654,0.0072216885,0.029941471,-0.0485785,-0.063346565,-0.10536562,0.030372232,0.046222493,-0.020408226,0.039241575,-0.03952549,0.06575549,0.07840648,0.11932763,-0.064956784,0.035013426,-0.03142099,-0.010412727,-0.069468044,0.05743174,0.021297617
R_7HnJZG6NMBsgVxk,Female,Black or African American,"Some college, no degree","$50,000 to $59,999",Democrat,0.08104263,0.013105148,-0.023667455,-0.026909113,-0.04366344,-0.10257132,-0.09230593,0.046918564,0.009933803,0.07173555,0.059682485,0.03841482,0.011768999,-0.059949365,-0.02929907,0.10635025,0.016499255,0.0075882347,0.040472694,0.033153076,0.02978784,-0.054853704,-0.08970844,-0.07461504,-0.06320673,-0.006491079,0.046501707,-0.035084497,0.038753025,-0.040164936,0.070860445,0.048297897
R_7lh6rhncWecc0lq,Female,White,"Some college, no degree","$40,000 to $49,999",Republican,0.08441688,0.007903237,-0.063893646,0.060619332,-0.043691006,-0.053847387,0.013226168,0.020280618,-0.020955134,0.06500284,0.08265464,-0.024651846,-0.03837772,0.040326722,0.07118913,-0.014366686,-0.06315352,0.026923941,-0.02111605,0.0288983,-0.026260402,-0.09265911,-0.047065422,0.033358,-0.031809136,-0.0049292343,0.07577846,0.009172091,0.059080962,-0.0832495,0.0471105,0.022601478
R_53xDMETCKax6MrD,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$150,000 or more",Democrat,0.068721324,-0.019891767,-0.016984515,0.022341443,-0.049691886,-0.038521346,-0.07564761,-0.00400809,-0.02718766,0.06663201,0.04733831,-0.042548202,-0.005582347,0.0047946214,-0.034383185,0.016456064,-0.025444757,-0.014447292,0.062081102,-0.018090844,0.05807057,-0.050606553,0.022482995,0.02982292,-0.00082327914,-0.09354825,0.076525636,-0.0037519028,0.029864386,0.019646615,0.07599557,0.012268784
R_3prrY6MUkw3Wu1O,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$50,000 to $59,999",Democrat,0.053194866,0.007287475,-0.012592406,-0.03136797,-0.0034110397,-0.014517324,-0.056091014,0.053203344,-0.07330855,0.06843974,0.049323723,-8.187001e-05,-0.011276866,-0.03196722,-0.07075698,0.030036619,-0.0734475,0.0046626516,0.05626476,0.025573296,0.012086367,-0.044903625,0.027783364,0.0022376708,-0.016480802,-0.05716513,0.05140644,-0.0075848782,0.04483555,0.0017527696,0.0803527,0.040261332
R_5DLFE3ECExF9kPI,Female,Black or African American,High school diploma or GED,"$125,000 to $149,999",Republican,-0.004458111,0.002334313,0.025868557,0.080440596,-0.067727946,-0.050354935,-0.027533468,0.0062818765,0.0422898,0.12234507,0.04263162,0.12112758,0.0569707,0.0707785,-0.046053294,-0.014818499,-0.099286936,0.02145234,0.056728,0.01538761,0.03872168,-0.08738244,-0.11410919,0.07453091,-0.041557938,-0.0010318644,0.019087823,-0.032852307,0.0051699034,-0.14090124,0.03649334,0.06788841
R_1d4AaL9U4GEVW8O,Female,Black or African American,"Bachelor's degree (for example, BA, BS, or AB)","$100,000 to $124,999",Independent,0.06796856,-0.02903476,0.05880598,-0.013830995,-0.052950226,-0.021585152,-0.07004533,0.019160133,0.021228105,0.08158725,-0.004716254,-0.03896206,-0.07080929,0.07398272,-0.0726849,0.083403505,0.072785914,-0.011029083,0.048695166,0.01697102,0.022776477,-0.00063555874,-0.08456773,-0.010231638,0.03499017,0.004960955,0.049393002,0.028636074,-0.013236519,-0.060958404,0.07647795,0.052127317
R_5it9Wxv1HXE2sL5,Male,White,"Bachelor's degree (for example, BA, BS, or AB)","$75,000 to $99,999",Republican,0.036522042,0.04070995,-0.03498312,-0.0035920977,0.01057503,0.0054234006,0.033684067,0.07344385,-0.09179304,0.088752694,0.079707995,0.0064272583,-0.0049966564,0.05189423,0.0251701,-0.034483742,0.0009826142,0.036552075,-0.06903008,0.09321811,0.01132627,-0.048240077,-0.0033845156,0.025105208,-0.021716151,-0.024790406,0.014753392,0.028192809,0.04429614,-0.09225832,0.11909721,-0.006356407
R_6Jt4bnTrl8pBniK,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$30,000 to $34,999",Democrat,0.009599391,0.013588743,0.0032263473,0.032707375,-0.006271305,0.039973654,0.0037406124,0.027045619,-0.08610494,0.09918841,0.08576208,0.036631357,-0.050965425,0.052982863,-0.08062183,0.012238067,-0.07299032,0.017105768,0.056717638,0.029184291,0.03286285,-0.04063064,-0.029207502,-0.013843704,0.015043041,-0.089852214,0.0103478655,0.059954334,-0.011521054,-0.055856995,0.084274136,0.03416694
R_62VDrzxqYas81HL,Female,White,"Some college, no degree","$25,000 to $29,999",Democrat,0.07806797,0.02135348,-0.03274038,0.03811936,-0.0100063775,0.004955559,0.02531768,-0.015592548,-0.025381826,0.010950299,0.08185008,0.016384639,-0.023336466,0.022135772,-0.0035890974,-0.049050026,-0.11821998,0.029318016,0.073735185,0.04813915,-0.019117793,-0.07826263,-0.030281764,-0.024097852,0.029517159,-0.03501239,0.05645517,0.045492943,0.030961307,-0.07224255,0.051030427,0.090361655
R_7FrFWjYX2X2bp3S,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$100,000 to $124,999",Democrat,0.039895073,-0.026611533,-0.033809107,0.0077290195,-0.027287122,-0.007838683,-0.04354762,0.012256207,-0.04627062,0.063242674,0.05443977,-0.05165748,-0.01073243,0.010974814,-0.012582183,0.008919036,-0.015919112,0.003432811,0.044875853,0.015246585,0.027481643,-0.05441262,-0.02726135,-0.021811202,0.0020497045,-0.056418706,0.024141073,0.026377188,0.015095914,-0.016004007,0.07281742,-0.011746509
R_173dzPyQIe7SXkp,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$75,000 to $99,999",Democrat,0.07183943,0.027530324,-0.03949096,0.0009109783,-0.016980395,0.05803072,0.030930221,0.0004987535,-0.06108796,0.062207438,0.07120332,-0.018500403,-0.004203912,0.036875725,0.03957464,-0.00032563717,-0.027383767,0.06445838,-0.019493878,0.07441064,-0.0031842366,-0.04829727,-0.066658325,-0.047992148,0.04613012,-0.040639874,-0.025605679,0.056838393,0.019052735,-0.08599516,0.10021111,-0.025686597
R_3RW2WS5QKTWMkLv,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$75,000 to $99,999",Independent,0.07760368,0.0492058,0.010632219,-0.0030766292,-0.0030976874,0.07803202,0.011717176,0.02532836,-0.046610177,0.07665811,0.026054312,-0.07337591,-0.012081284,0.053091615,-0.009401958,0.015715474,-0.010061252,0.046354637,-0.025546066,0.0626337,-0.029936552,-0.01468204,-0.06087812,0.017614665,0.040211495,-0.033511315,-0.023289539,0.057124864,0.0133246295,-0.071330056,0.11021792,0.013192231
R_7zuJTI8RJo8iifW,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$75,000 to $99,999",Independent,0.07760368,0.0492058,0.010632219,-0.0030766292,-0.0030976874,0.07803202,0.011717176,0.02532836,-0.046610177,0.07665811,0.026054312,-0.07337591,-0.012081284,0.053091615,-0.009401958,0.015715474,-0.010061252,0.046354637,-0.025546066,0.0626337,-0.029936552,-0.01468204,-0.06087812,0.017614665,0.040211495,-0.033511315,-0.023289539,0.057124864,0.0133246295,-0.071330056,0.11021792,0.013192231
R_1GlJzc0ShtKnmH7,Male,Asian or Asian American,"Bachelor's degree (for example, BA, BS, or AB)","$60,000 to $74,999",Independent,-0.010083709,0.0045642774,0.024260554,-0.03761978,-0.017118888,-0.016958844,-0.056869574,0.10193829,-0.012928995,0.07519099,0.0088985395,-0.02837076,-0.0630777,0.080179654,-0.028299795,0.0071811355,0.0014642365,0.012231672,-0.04257854,0.003493188,0.042632304,-0.027587319,0.0017519668,0.07070976,0.056294803,-0.07017291,0.046841495,-0.056706853,0.026522407,0.07555176,0.038017787,0.048273586
R_6Vs91HgfP8daF1G,Male,White,"Bachelor's degree (for example, BA, BS, or AB)","$100,000 to $124,999",Democrat,0.019464763,-0.0026200113,-0.02682001,-0.02554227,0.009310471,0.017109541,-0.002768394,0.06709915,-0.05673621,0.05886122,0.06950843,-0.029781532,-0.033022452,0.017834848,-0.005825107,-0.025365084,0.01791795,0.008540595,-0.031356387,0.06558214,-0.0030954746,-0.05931091,0.006874823,0.0001118104,0.021600211,-0.06883907,0.027347896,0.004806255,0.06095221,-0.01932392,0.097617246,0.020698385
R_7ffViiGxS7VsXKl,Female,White,"Some college, no degree","$60,000 to $74,999",Democrat,0.07209211,0.016044956,-0.018989235,-0.018789258,-0.015062574,-0.031214682,-0.04581169,0.025894739,-0.06562929,0.053542115,0.07701968,-0.0068463897,0.020913195,-0.00017054973,-0.029044779,0.007472698,-0.07758917,0.0051199123,0.056056667,-0.004781564,0.0049521993,-0.0832537,-0.029438917,0.003805336,-0.062968224,-0.056162216,0.07131379,-0.011074487,0.07192052,0.0009035934,0.046975333,0.06733973
R_73pZCwX4UUdKsrf,Female,White,"Some college, no degree","$75,000 to $99,999",Independent,0.1052531,0.055303976,-0.01731487,-0.0044905967,0.013826922,0.014226228,0.01306265,0.028407339,-0.040576093,0.06543506,0.052460004,-0.103379965,0.02565824,0.060689066,0.0549292,0.012834897,5.369261e-05,0.05631021,-0.02650473,0.061296035,-0.014008662,-0.040927373,-0.08913817,-0.008806316,-0.010111457,-0.041612066,-0.0016202945,0.031609863,0.048111454,-0.05302986,0.089541554,0.032114714
R_3B8I32zW6y0NZAJ,Female,White,"Some college, no degree","$100,000 to $124,999",Independent,0.07300623,0.04651126,0.016600234,0.002932835,0.00012756605,0.014098691,-0.044709653,0.049627256,0.0013948083,0.06277358,0.027353534,-0.08338305,0.026743697,0.064034015,0.0063076643,0.0315029,-0.022571865,0.0421914,0.010332194,0.009375374,-0.016849298,-0.06226795,-0.032622933,0.023272602,-0.05059162,-0.08465763,0.03973304,0.025910908,0.07314051,-0.0020583756,0.044586156,0.057430156
R_1p0iAMh2UwISQIz,Female,Black or African American,"Some college, no degree","$40,000 to $49,999",Democrat,0.12087317,0.025267957,-0.06688174,-0.009109227,-0.038605295,-0.023571117,-0.006996631,-0.033192296,0.046715524,0.044784337,0.045387674,0.012722422,0.025389072,-0.024835909,0.036526896,0.0069051967,-0.012642618,0.06765191,0.06740737,0.021897413,-0.004714165,-0.039155353,-0.097268656,-0.06796564,0.039430942,-0.002168606,0.03376438,0.01922758,0.06715654,-0.055234898,0.04221363,0.023824017
R_125YehSMDQ0lLC2,Female,Asian or Asian American,"Bachelor's degree (for example, BA, BS, or AB)","$150,000 or more",Democrat,0.045231037,-0.023894764,-0.007208675,0.06717064,-0.09887587,-0.07672764,-0.090329796,-0.0008672364,0.0392656,0.07253685,0.010757179,-0.025934096,0.012900749,0.019577546,8.2348706e-05,0.05452633,-0.014823666,-0.001962286,0.01210361,-0.040715836,0.10342168,-0.04718219,0.008047297,0.028656049,0.02934875,-0.09774311,0.0478483,-0.054570664,0.0052863928,0.0101766335,0.053465284,-0.01873453
R_6zSmTOvua1wXqYP,Male,White,"Bachelor's degree (for example, BA, BS, or AB)","$75,000 to $99,999",Republican,0.036522042,0.04070995,-0.03498312,-0.0035920977,0.01057503,0.0054234006,0.033684067,0.07344385,-0.09179304,0.088752694,0.079707995,0.0064272583,-0.0049966564,0.05189423,0.0251701,-0.034483742,0.0009826142,0.036552075,-0.06903008,0.09321811,0.01132627,-0.048240077,-0.0033845156,0.025105208,-0.021716151,-0.024790406,0.014753392,0.028192809,0.04429614,-0.09225832,0.11909721,-0.006356407
R_6QWvtd4366XwKsy,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$40,000 to $49,999",Republican,0.046568412,0.035222933,-0.06801309,0.04755061,-0.05971149,-0.03996083,-0.016452905,0.021759536,-0.038827486,0.052904703,0.040467836,-9.312318e-05,-0.075117595,0.03169413,0.0054138973,-0.0331467,-0.08633328,0.050116874,0.002647696,0.014479838,-0.008059905,-0.06691993,0.005572574,0.049554165,0.007552251,0.0013119485,0.060949408,0.009067034,0.015622076,-0.061298307,0.05754906,0.015974488
R_5S0TpAFudaLaTIb,Male,White,Some education but did not graduate from high school or receive a GED,"$30,000 to $34,999",Independent,-0.019425834,0.028186355,0.007286148,0.009480629,0.027173817,0.069497585,0.0574714,0.0429868,-0.06861769,0.082614236,0.061838187,0.023617657,-0.056564637,0.039003,-0.09810397,-0.024902362,-0.039270326,0.00360729,-0.047153037,0.03246084,0.07213643,-0.0043771695,0.0076863067,0.05798914,0.026930165,-0.085107155,-0.014047609,0.055435404,-0.013765536,0.026063602,0.053892702,0.03128074
R_5FzT6Dc5SZNlTYk,Male,White,High school diploma or GED,"Less than $5,000",Independent,-0.017942483,0.03078109,0.019720504,0.057892423,0.026009966,0.018742485,-0.01829672,0.016615478,0.030361135,0.06588603,0.0588809,-0.017242143,0.016687794,0.033212233,-0.036519542,-0.035510194,-0.012328213,0.031625863,-0.018925345,0.018237658,-0.02766228,-0.060838636,0.032517005,0.08494024,-0.034308746,-0.109958224,0.078893855,0.03703965,-0.016544139,-0.053209174,0.010454657,0.11144517
R_5zHDsrtBolgvLZD,Female,White,High school diploma or GED,"$125,000 to $149,999",Independent,-0.015113145,0.03792463,0.07278091,0.0104727335,0.0203625,0.06545037,0.002650801,0.033167318,-0.017098658,0.0690257,0.035741948,0.05402961,0.014518006,0.07410529,-0.07499441,-0.043092724,-0.13148972,0.056503486,0.067186825,-0.0025267997,-0.05596905,-0.055437878,-0.0122259185,0.06659621,0.0032377057,-0.080824874,0.014725393,0.0037096117,0.004362018,-0.061110385,0.021076374,0.11809888
R_1hB8GbgOmRHu7EL,Male,Black or African American,"Bachelor's degree (for example, BA, BS, or AB)","$75,000 to $99,999",Democrat,0.045516193,0.09885746,-0.039425932,-0.00853407,-0.0048755426,0.030963134,-0.0062006265,0.102575056,-0.040691935,0.102550946,0.018095795,0.05972183,-0.041957386,0.017929282,-0.02286399,0.008338265,0.022349793,0.02150828,0.015637247,0.11761377,-0.025375165,-0.035491955,-0.03582026,-0.06728719,0.0020808117,-0.033049226,-0.03584814,0.04273263,0.068675615,-0.11896059,0.13560294,0.0060501043
R_1qmuC2wmcq2G9R7,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$25,000 to $29,999",Democrat,0.07593261,0.03398623,-0.046728585,0.039317388,-0.017519334,-0.0066784136,0.00074785855,-0.0017385911,-0.04657653,0.06470596,0.048992746,0.008942253,-0.04754001,0.032578416,-0.011982357,-0.035483006,-0.16248645,0.07700123,0.07565755,0.017612822,0.022789612,-0.04399073,0.024929844,0.0069848485,0.08197363,-0.069364905,0.054139577,0.014772916,0.015069485,-0.06417142,0.08006823,0.057740055
R_3gKV8ZsAmWEnohb,Female,Black or African American,"Bachelor's degree (for example, BA, BS, or AB)","$40,000 to $49,999",Independent,0.08313799,0.035739534,0.029218297,-0.02638854,-0.06934064,0.056342863,-0.052357905,-0.018872812,0.020349506,0.063171916,-0.04900026,-0.016844511,-0.04519425,0.03371438,-0.08143183,0.008200107,-0.023902778,0.03986946,0.09331806,-0.003893834,-0.031406008,0.022765117,-0.04531553,0.025545405,0.024090238,0.0076766917,0.013438381,0.023839293,0.039204873,-0.026128266,0.07004236,0.050565295
R_5q2WrEnNrTSK5hf,Male,Black or African American,High school diploma or GED,"$25,000 to $29,999",Republican,0.021459326,0.017605517,0.007459393,0.060809407,-0.020987121,-0.041997902,-0.009292176,0.021414429,0.056736164,0.09512328,0.037681594,0.09858898,0.00580003,0.051262505,-0.070772044,-0.039514158,-0.03607162,-0.015289329,0.05453137,0.08038024,0.012983058,-0.078736134,-0.025271002,0.06445083,-0.0727718,-0.011788677,0.020836461,-0.017059725,0.014982708,-0.09061817,0.041955374,0.0655926
R_6MntTbAIlsSx33M,Female,Black or African American,"Bachelor's degree (for example, BA, BS, or AB)","$75,000 to $99,999",Independent,0.11689557,0.08251922,0.0015740776,0.003885777,-0.03756454,0.05687108,-0.031338654,0.039431255,-0.031810116,0.12622285,-0.033798072,-0.012032236,-0.033306427,0.07299711,-0.036960185,0.07383529,0.037130665,0.025176432,0.03180965,0.07759872,-0.009091582,0.0022176295,-0.06312242,0.0006815875,0.00097239856,0.010285973,-0.011764453,0.06544006,0.029837415,-0.114652194,0.1405411,0.028519556
R_6CH3AsuhgVFzTiM,Male,White,High school diploma or GED,"$40,000 to $49,999",Republican,0.018679745,-0.020996377,-0.014111312,0.032625843,-0.018982267,-0.045597117,0.002774736,0.03785205,-0.0488179,0.07534846,0.115751505,0.0083023,0.0022632473,0.054931387,0.01222709,-0.076893315,0.011357518,-0.028036768,-0.03956222,0.07399427,-0.048672926,-0.11004298,0.013469047,0.1140102,-0.057740673,-0.040295906,0.06707214,-0.038098667,-0.0071379147,-0.051461756,0.06290261,0.052189343
R_77mwx0K1gS3mlqS,Male,White,"Some college, no degree","$75,000 to $99,999",Independent,0.08427186,0.09196583,-0.033722308,-0.017884912,0.061123226,-0.012779654,0.004027961,0.09764001,-0.023212045,0.04123175,0.08991034,-0.11819486,-0.008672866,0.042930003,0.029896189,-0.009642674,0.03153221,0.0012593144,-0.061332848,0.10012018,-0.040271565,-0.046517,-0.021705072,0.010924123,-0.01480875,-0.06416266,0.029086664,0.027963404,0.07753031,-0.062082503,0.11722438,0.04129289
R_1Hu6U2ygAHrfs5j,Female,White,"Bachelor's degree (for example, BA, BS, or AB)","$50,000 to $59,999",Independent,0.031462878,0.024985064,0.03354994,-0.040506892,0.033118896,0.014248749,-0.045423377,0.04778254,-0.04772531,0.04987835,0.02569284,-0.04221943,-0.0656711,0.0026632156,-0.078431375,0.023904553,-0.04823774,0.022426518,0.017792203,0.011550106,-0.011763478,-0.035145454,0.0059651528,0.016833212,-0.010994682,-0.05587093,0.05443406,0.023369117,0.029493026,0.03117675,0.033538066,0.04969964
R_6Q3AtiEZpzO7XcI,Female,Black or African American,"Graduate degree (for example, Master's degree or doctorate)","$150,000 or more",Democrat,0.07756205,-0.07758379,0.06583924,0.024827985,-0.07206152,-0.10522382,-0.04123048,-0.05725656,0.09712829,0.032700434,0.04669353,1.5340978e-05,0.026207019,-0.01711913,0.002428457,0.06717552,0.0697557,0.04457994,0.028684387,0.0030763552,0.06505933,-0.048267007,-0.10522729,-0.06281103,0.02956025,-0.02539808,0.08198171,-0.04219499,0.03222511,0.028415237,0.034731105,0.06006638
